index,IPA Transcription,Gloss,Translation,Word
256,èðɛ́ jɛ́ðùɽú jìrvɔ́ ŕvɛ̀,CLj.meat CLj.GEN-CLð.ostrich CLj-smell-PFV IDPH,Ostrich meat smells strongly,èðɛ́ jɛ́-ðùɽú jì-rv-ɔ́ ŕvɛ̀
257,ðùɽú ðɔ̀ɲa ŋə́mànʊ́ ŋàmɽàrè,CLð.ostrich CLð-has-PFV CLŋ.power-ACC much,Ostrich has a lot of power (strength),ðùɽú ð-ɔ̀ɲ-á ŋə́mà-nʊ́ ŋàmɽàrè
258,lìɟíː lit̪rɔ lâjjá èðɛ̀ jɛ́ðùɽú və́ɽân,CLl.person CLl.Tira CLl-IPFV-eat-IPFV CLj.meat CLj-GEN-CLð.ostrich also,"Tira people eat ostrich meat, too",lìɟí lí-t̪rɔ́ l-â-jj-á èðɛ̀ jɛ́-ðùɽú və́ɽân
259,ðùɽú ðɔ̌t̪ɔ̂ ŋùɽùvɔ́ núɽì ŋàmɽàrè,CLð.ostrich CLð-drink-IPFV CLŋ.jujube CLn.tree much,Ostrich eats a lot of jujube fruit.,ðùɽú ð-ɔ̌t̪-ɔ̂ ŋùɽùvɔ́ núɽì ŋàmɽàrè
260,ðùɽú ðɔ̌t̪ɔ̂ nɛ̀nìɲɔ́ núɽì ŋàmɽàrè,CLð.ostrich CLð-drink-IPFV CLŋ.jujube CLn.tree much,Ostrich eats a lot of leaves,ðùɽú ð-ɔ̌t̪-ɔ̂ ŋùɽùvɔ́ núɽì ŋàmɽàrè
261,nɛ̀nìɲɔ́,CLn.leaf,leaves,nɛ̀nìɲɔ́
262,íŋgánɔ̂nà ðùɽù,1SG-CLg-IPFV-see-IPFV CLð.ostrich,I will see an ostrich,í-ŋg-á-nɔ̂n-à ðùɽù
263,íŋgáːnà ðùɽú t̪áwə́nî,1SG-CLg-IPFV-see-IPFV CLð.ostrich now,I will see an ostrich tomorrow,í-ŋg-á-nɔ̂n-à ðùɽú  t̪áwə́nî
264,ŋɪ́n ŋɔ́t̪ɔ́ ŋávɛ́,CLŋ.dog CLŋ-drink-PFV CLŋ.water-ACC,the dog drank water,ŋɪ́n ŋ-ɔ́t̪-ɔ́ ŋáv-ɛ́
265,ŋɪ́n ŋɔ́t̪ɔ́ ŋán,dog CLŋ-drink-PFV CLŋ.milk,the dog drank milk,ŋɪ́n ŋ-ɔ́t̪-ɔ́ ŋán
266,íŋgɔ́t̪ɔ̄ ŋāvɛ̄,,,
267,ɛ́ŋgárɛ̋ kúɽi̋ ɲà kúkù gɛ̀,,I went to the forest with Kuku,
268,kíŋâgɛ̀rɛ́ kúɽì,CLg-1SG-PFV-COM-go-PFV in-CLg.tree,I went to the forest with him,k-íŋ-â-gɛ̀-r-ɛ́ k-úɽì
269,ŋ̀gěɲàgɛ̀rɛ́ kúɽì,,,
270,ŋ̀gěɲàgɛ́ gɛ̀rɛ́ kúɽì,,,
271,bu,go.IMP,go!,
272,kúkù kàrɛ́ kúɽi̋ ŋʊ̀lgɛ̀,CLg.Kuku CLg-go-PFV CLg.tree 3SG.PRON-CLg.COM,Kuku went to the forest with him,kúkù k-àr-ɛ́ kúɽi̋ ŋʊ̀l-gɛ̀
273,gɪ̌ɲàgɛ́ ɛ̀rɛ́ kúɽì,CLg-1SG-CLg.COM go-PFV CLg.tree,I went to the forest with him,g-ɪ̌ɲà-gɛ́ ɛ̀r-ɛ́ kúɽì
274,gɪ́ɲágɛ́rɛ̌   kúɽì,,,
275,ŋgǐɲâgɛ̀rɛ̀ kúɽì,,I went to the forest with him,
276,ŋgǐɲâgɛ̀rɛ̀ kúɽǐ,,,
277,ŋgìɲágɛ́rɛ̀ kúɽì,,you went to the forst with him,
278,ŋgíŋagɛrɛ kúɽì,,,
279,ŋgiŋagɛ,,,
280,ŋgiŋagɛ ɛrɛ kuɽi,,,
281,ŋgiŋagɛrɛ kuɽi,,,
282,kálgɛ́rɛ́ kúɽî,,she went to the forest with him,
283,ŋáŋèŋí  kǎllɛ́rɛ́r kʊ́ɽì,2SG-and-1SG CLg-PFV-PL-WH.PL-go-PFV-1DUAL in-CLg.tree,you and me went to the forest with him.,ŋá-ŋè-ŋí  k-ǎ-l-l-ɛ́r-ɛ́-r kʊ́ɽì
284,kàllɛ́rɛ́r kúɽì,,we all went to the forest with him,
285,ɲalarɛ kúɽi,,,
286,kíɲâlɛ̀ɾɛ́ kúɽì,,,
287,álárɛ́ kúɽì,,you and I went to the forest,
288,kalɛrɛr kúɽì,,we all went to the forest,
289,kìɲálɛ̂rɛ́ kúɽì,,you all went to the forest,
290,kìɲálɛ̂rɛ̀ kúɽì,,you all went to the forest,
291,kíɲâlɛ̀rɛ̀ kúɽì,,we (excl) sent to the forest with him,
292,kálɛ̀rɛ̀ kúɽì,,they went to the forest with him,
293,kállɛ̀rɛ̀ kúɽì,,they went to the forest with him,
294,ðùɽú ðìtʃə̀lò,,the ostrich is good,
295,ðùɽú ðɛ̀tʃə̀lò,,the ostrich is good,
296,ðíɲàðɛ̀rɛ̀ kúɽì,,I went to the forest with it (ostrich),
297,ðíɲàðɛ̀rɛ̋ kúɽì,,,
298,ðíɲàðɛ̌ ɔ̀ɽàt̪ɛ̀ kúɽì,,I ran to the forest with him,
299,kúrǐ kìtʃə̀lò,,the forest is good,
300,kūɽì kìtʃə̀lò,,the forest is good,
301,kìlɔ́ɽàt̪ɛ̌ ðùɽúðɛ̂,,I ran to it (forest) with the ostrich,
302,kɛ̌l̋ ɔ́ɽàt̪ɛ̌ ðùɽúðɛ̂,,I ran to it (forest) with the ostrich,
303,kɛ̌ĺɔ́ɽàt̪ɛ̋ ðùɽúðɛ̀,,I ran to it (forest) with the ostrich,
304,kɛ̌ĺɔ́ɽàt̪ɛ̋ ðùɽúðɛ́ ùnɛ̀rɛ̀,,I ran to it (forest) with the ostrich yesterday,
305,kɛ̌ĺɔ́ɽàt̪ɛ̀ ðùɽūðɛ́ ùnɛ̀rɛ̀,,I ran to it (forest) with the ostrich yesterday,
306,jàŋtʃí ápɾíɲá ŋɛ́nɛ̀,1SG.SBJ-see-EXT-FV CLj.boy-ACC CLŋ.dog-ACC,I showed the dog to the boy,j-àŋ-tʃ-í ápɾí-ɲá ŋɛ́n-ɛ̀
307,jɜ̀ŋtʃí ápɹíɲá ŋɛ́nɛ̀,,I showed the dog to the boy,
308,jɜ̀ŋtʃi ... jàŋtʃí ... jàŋtʃí,,Parts of: I showed the dog the boy,
309,jɜ̀ŋtʃi ápɾíɲâá ŋɛ́nɛ̀,,I showed the dog to the boy,
310,jɜ̀ŋtʃi ... jɜ̀ŋtʃi ... jàŋtʃí ... jàŋtʃí,,Parts of: I showed the dog to the boy,
311,jàŋìtʃí,,Parts of: I showed the dog to the boy,
312,íŋɡâŋìtʃɔ̌ àpɾìɲá ŋɛ́nɛ̀,,I am about to show the dog to the boy,
313,íŋɡâŋìtʃɔ̌ àpɾíɲá ŋɛ́nɛ̀,,I am about to show the dog to the boy,
314,íŋɡâŋìtʃɔ̀ àpɾíɲá ŋɛ́nɛ̀,1SG.SBJ-CLg-AUX see-EXT-FV CLj.boy-ACC CLŋ.dog-ACC,I am about to show the dog to the boy,íŋ-ɡ-á áŋ-ìtʃ-ɔ̀ àpɾí-ɲá ŋɛ́n-ɛ̀
315,jɜ̀ŋtʃí ŋɛ́nɛ́ ápɾìɲá,,I showed the boy to the dog,
316,jɜ̀ŋtʃi ápɾíɲá ŋɛ́nɛ̀,,I showed the dog to the boy,
317,jɜ̀ŋtʃi àpɾíɲá ŋɛ́nɛ̀,,I showed the dog to the boy,
318,jɜ̀ŋtʃí ŋɛ́nɛ́ ápɾìɲà,,I showed the boy to the dog,
319,kúkù kàŋtʃíŋì ŋâŋ,CLg.Kuku CLg-see-EXT-FV.1SG.OBJ 2SG-ACC,Kuku showed me to you,kúkù k-àŋ-tʃ-íŋì ŋá-ŋ̀
320,kúkù kàŋtʃíŋì ŋûŋ,CLg.Kuku CLg-see-EXT-FV.1SG.OBJ 3SG-ACC,Kuku showed me to him/her/it,kúkù k-àŋ-tʃ-íŋì ŋú-ŋ̀
321,kàŋtʃíŋì kúkù,3SG CLg-see-EXT-FV.1SG.OBJ CLg.Kuku,Kuku showed me to him/her/it,Ø k-àŋ-tʃ-íŋì kúkù
322,kúkù ŋgáŋî àŋtʃɔ̀ ŋâŋ,CLg.Kuku CLg-AUX-1SG.OBJ see-EXT-FV 2SG-ACC,Kuku is about to show me to you,kúkù ŋg-á-ŋî àŋ-tʃ-ɔ̀ ŋá-ŋ̀
323,kúkù ŋgáŋî àŋtʃɔ̌ ŋâŋ,,Kuku is about to show me to you,
324,kúkù ŋgáŋî àŋtʃɔ̀ ŋûŋ,CLg.Kuku CLg-AUX-1SG.OBJ see-EXT-FV 3SG-ACC,Kuku is about to show me to him/her/it,kúkù ŋg-á-ŋî àŋ-tʃ-ɔ̀ ŋú-ŋ̀
325,ŋgáŋî kúkù àŋtʃɔ̀,3SG CLg-AUX-1SG.SBJ CLg.Kuku see-EXT-FV,Kuku is about to show me to him/her/it,Ø ŋg-á-ŋî kúkù àŋ-tʃ-ɔ̀
326,kúkù kàŋtʃáŋà ŋûŋ,CLg.Kuku CLg-see-EXT-FV.2SG.OBJ 3SG-ACC,Kuku showed you to him/her/it,kúkù k-àŋ-tʃ-áŋà ŋú-ŋ̀
327,kúkù kàŋtʃáŋà ŋúŋ,,Kuku showed you to him/her/it,
328,kàŋtʃáŋǎ kúkù,,Kuku showed him/her/it to you,
329,kàŋtʃáŋà kúkù,3SG CLg-see-EXT-FV.2SG.OBJ CLg.Kuku,Kuku showed him/her/it to you,Ø k-àŋ-tʃ-áŋà kúkù
330,kúkù ŋgáŋâŋtʃɔ̌ ŋûŋ,,Kuku is about to show you to him/her/it,
331,kúkù ŋgáŋâŋìtʃɔ̌ ŋûŋ,,Kuku is about to show you to him/her/it,
332,kúkù ŋgáŋâŋtʃɔ̀ ŋûŋ,CLg.Kuku CLg-AUX-2SG.OBJ see-EXT-FV 3SG-ACC,Kuku is about to show you to him/her/it,kúkù ŋg-á-ŋâ àŋ-tʃ-ɔ̀ ŋú-ŋ̀
333,ŋgáŋîí kúkù àŋtʃɔ̀,,Kuku is about to show him/her/it to me,
334,kúkù kàŋú ŋɛ́nɛ́ nɛ̀ lə̀və̀r,,Kuku saw the dog in the field,
335,kúkù kàŋú t̪ólèɲâá nɛ̀ lə̀və̀r,,Kuku saw the lion in the field,
336,kúkù kàŋt̪ɔ́ t̪ólèɲâá nɛ̀ lə̀və̀r,,Kuku saw the lion in the field,
337,kàŋt̪ɔ́ t̪ólèɲâá nɛ̀ lə̀və̀r,,Parts of: Kuku saw the lion in the field,
338,kúkù kàŋt̪ɔ́ t̪ólèɲà jû,,Kuku saw the lion there (the field),
339,kúkù kàŋt̪ɔ́ t̪ólèɲǎ jû,,Kuku saw the lion there (the field),
340,kúkù kàŋú t̪ólèɲà jû,,Kuku saw the lion there (the field),
341,làŋt̪ɔ́l kúkù t̪òlèɲâ,,Kuku saw the lion in it (the field),
342,ɖòɾě,,mountain,
343,ɖòɾè,,mountain,
344,ɖòɾè lɛ̀tʃə̀lò,,The mountain is good,
345,ŋùɖòɾě,,mountains,
346,ŋùɖòɾè,,mountains,
347,ŋùɖòɾě ŋɛ̀tʃə̀lò,,The mountains are good,
348,lə̀vɛ̌r,,field,
349,ŋə̀vɛ̀r,,fields,
350,ŋɛ̀vɛ̀r,,fields,
351,ŋàŋt̪ɔ́l kúkù tòlèɲâ,,Kuku saw the lion in them (the fields),
352,ŋàŋt̪ɔ́l kúkù tòlèɲà,,Kuku saw the lion in them (the fields),
353,ur̀nɔ̀ kàðə́və́lɛ̂ðà ðàŋàlà,CLk.grandfather CLk-AUX-PROG-pull-TAMD CLð.sheep-ACC,Grandfather is pulling the sheep (away),ur̀nɔ̀ k-à-ðə́-və́lɛ̂ð-à ðàŋàl-à
354,ur̀nɔ̀ káðə̀və̀lɛ̀ðɔ́ ðáŋàlà,CLk.grandfather CLk-AUX-PROG-pull-TAMD CLð.sheep-ACC,grandfather is pulling the sheep (towards),ur̀nɔ̀ k-á-ðə̀-və̀lɛ̀ð-ɔ́ ðàŋàl-à
355,ùrnɔ̀ káðə̀və̀lɛ̀ðɔ́ ðáŋàlà,,grandfather is pulling the sheep (towards),
356,ùrnɔ̀ kàðə́və̀lɛ̀ðàt̪ó ðáŋàlà nè,,grandfather is pulling the sheep here,ur̀nɔ̀ k-à-ðə-́və̀lɛ̀ð-àt̪-ó ðàŋàl-à nè
357,kàðə́və̀rlɛ̀ðàt̪ó ðáŋàlà nè  ,CLk-AUX-PROG-<ITER>pull-LOC.APPL-TAMD CLð.sheep-ACC here,he keeps pulling the shee toward here,k-à-ðə́-və̀<r>lɛ̀ð-àt̪-ó ðàŋàl-à nè  
358,ur̀nɔ̀ kàðə́və̀rlɛ̀ðɔ́ ðáŋàlà,,grandfather keeps pulling the sheep (towards),ur̀nɔ̀ k-à-ðə́-və̀<r>lɛ̀ð-ɔ́ ðàŋàl-à
359,ur̀nɔ̀ kàðə́və̀rlɛ̀ðàt̪ó ðáŋàlà ně,,grandfather keeps pulling the sheep here,
360,ur̀nɔ̀ kàðə́və̀rlɛ̀ðó ðáŋàlà,,grandfather keeps pulling the sheep (towards),
361,ur̀nɔ̀ kàðə́və̀rlɛ̀ðàt̪ó ðáŋàlà nè,,grandfather keeps pulling the sheep here,
362,ur̀nɔ̀ kàðə́və̀lɛ̀ðàt̪ó ðáŋàlà nè,,grandfather is pulling sheep here,
363,ur̀nɔ̀ kàðə́və̀lɛ̀ðó ðáŋàlà,,grandfather is pulling sheep (towards),
364,kàðə́və̀rlɛ̀ðó,,Parts of: grandfather keeps pulling the sheep (towards),
365,kàðə́və̀rlɛ̀ðó ðáŋàlà,,He keeps pulling the sheep (towards),
366,kàðə́vr̀lɛ̀ðó,,Parts of: He keeps pulling the sheep (towards),
367,ur̀nɔ̀ káðə́və̀rlɛ̀ð̌ǎ ðàŋàlà,,grandfather keeps pulling the sheep (away),
368,ur̀nɔ̀ káðə́və̀rlɛ̀ð̌à ðàŋàlà,,grandfather keeps pulling the sheep (away),ur̀nɔ̀ k-á-ðə́-və̀<r>lɛ̀ð̌-à ðàŋàl-à
369,kávə́lɛ̂ðà ðàŋàlà,CLk-AUX-pull-IPFV.AND CLð.sheep.ACC,He pulls the sheep (away),k-á-və́lɛ̂ð-à ðàŋàl-à
370,ur̀nɔ̀ kávə́lɛ̂ðǎ ðàŋàlǎ kɪ́nːǎ lómàn ,,grandfather pulls the sheep every day,
371,kɪ́nːà lómàn ,,everyday,
372,ur̀nɔ̀ kávə́lɛ̂ðà... kávə́rlɛ̂ðǎ ðàŋàlǎ... kɪ́nːǎ lómàn ,,grandfather keeps pulling the sheep every day,
373,kɪ́nːà lómǎn ,,everyday ,
374,kɪ́nːǎ lómàn ,,everyday ,
375,ur̀nɔ̀ kávə́lɛ̂ðà ðàŋàlà kɪ́nːǎ lómàn ,,grandfather pulls the sheep every day,
376,ur̀nɔ̀ kávə́rlɛ̂ðà ðàŋàlǎ kɪ́nːà lómàn ,,grandfather pulls the sheep everyday,
377,ur̀nɔ̀ káðə́və́rlɛ̂ðɔ̌ ðàŋàlà kɪ́nːà lómàn ,,grandfather pulls the sheep everyday (towards the village),
378,ùrnɔ̀ kàðə́vr̀lɛ̀ðɔ́ ðáŋàlǎ kɪ́nːà lómàn ,,grandfather pulls the sheep everyday,
379,kə̀və̀lɛ̀ðɔ́,,he pulled,
380,ùrnɔ̀ kə̀və̀lɛ̀ðɔ́ ðàŋàlǎ,,Grandfather pulled the sheep,
381,kàvə́rlɛ̀ðɔ́,,,
382,ùrnɔ̀ kàðə́vr̀lɛ̀ðɔ́ ðáŋàlà,,grandfather keeps pulling the sheep (towards),
383,ùrnɔ̀ kávr̀lɛ̀ðɔ́...,,grandfather will pull (towards)...,
384,kávr̀lɛ̀ðɔ́...,,he will pull (towards)...,
385,ùrnɔ̀ kávr̀lɛ̀ðɔ́ ðáŋàlǎ kɪ́nːà lómǎn,,grandfather will pull the sheep every day,
386,ùrnɔ̀ kávŕlɛ̂ðà ðàŋàlǎ kɪ́nːà nd̪ɔ̀bà,,grandfather will pull the sheep every day (tomorrow?),
387,və́lɛ́ðɔ́ ðáŋàlà,IMP.AND,pull the sheep (away),
388,və̀lɛ̀ðá ðáŋàlà,IMP.VEN,pull the sheep (towards),
389,və̀lɛ̀ðá ðàŋàlà,,pull the sheep (towards),
390,və̀lɛ̀ðá ŋɛ́nɛ̀,,pull the dog (towards),
391,abuð,,dance,
392,ɲàŋɡú,,a dance (most common type of dance in Tira community),
393,ɲàŋɡú ɲìclò,,nyango is fun,
394,ɲáŋɡù ɲìclò,CLɲ.dance CLɲ-good,nyango is fun,ɲáŋɡù ɲì-clò
395,ábúðú,IMP.AND,dance!,
396,ábúðú ɲáŋɡù t̪ɔ̀wànì,IMP.AND,dance nyanɡo now,
397,àbùðá ɲáŋɡù t̪ɔ̀wànì,IMP.VEN,dance nyango now (far),
398,àbùðá ɲáŋɡù,,dance nyango (far),
399,ábúðú ɲáŋɡù,,dance nyango,
400,làðábùðá ɲáŋɡù,,they are dancing nyango,
401,làðábùðà ɲáŋɡù,CLl-AUX-PROG-dance-TAMD CLɲ.dance,they are dancing nyango (ongoing),l-à-ð-ábùð-à ɲáŋɡù
402,lábûðǎ ɲáŋɡù,,they will dance nyango,
403,lábûðà ɲáŋɡù nd̪ɔ̀bà,CLl-AUX-dance-IPFV.AND tomorrow,they will dance nyango tomorrow,l-á-ábûð-à ɲáŋɡù nd̪ɔ̀bà
404,lâbùðú ɲáŋɡù nd̪ɔ̀bà,CLl-AUX-dance-IPFV.VEN CLɲ.dance.ACC tomorrow,they will dance nyngo tomorrow (far),l-â-àbùð-ú ɲáŋɡù nd̪ɔ̀bà
405,làðábùðàt̪ɔ́ ɲáŋɡù,,they are dancing nyango (at specific location),
406,kúkú kə̀nɔ̀nɔ́ lándɪ̀,,What all did Kuku see?,
407,kúkú kə̀nɔ̀nɔ́ lándɪ̀ ùnɛ̀ɾɛ̀,,What all did Kuku see yesterday?,
408,kúkú ŋgánɔ́nà làndɪ̀ nd̪ɔ̀bà,,What all will Kuku see tomorrow?,
409,whistling,,What will watch the lion?,
410,kúkú ŋgánɔ́na ɔ̀ndɪ̀ nd̪ɔ̀bà,,What will Kuku see tomorrow?,
411,kúkú ŋgà ɔ́ndɪ̀ nɔ́nà nd̪ɔ̀bà,,What will see Kuku tomorrow?,
412,kúku ŋgà ɔ́ndɪ̀ ŕlɛ̀ɲì ùnɛ̀ɾɛ̀,,What chased Kuku away yesterday?,
413,kúkú ŋgà úrnɔ̀ ŕlɛ̀ɲì ùnɛ̀ɾɛ̀,,Grandfather chased Kuku away yesterday,
414,ùnɛ̀ɾɛ̀ kúkù ŋgɔ̌ndɪ̀ ŕlɛ̀ɲì,,(?) What chased Kuku away yesterday?,
415,ŋɛ̌n ŋánɔnà...,,When will the dog watch the lion?,
416,ŋɛ̌n ŋɔnɔna...,,When did the dog watch the lion?,
417,àprí ját̪ə́va lɔ̀mɔ̀ èɽdógɛ́,,The boy will cut the bread with a knife,
418,àprí ját̪ə́va lɔ̀mɔ̀ èɽdógɛ́ nd̪ɔ̀bà,,The boy will cut the bread with a knife tomorrow,
419,lɔ̀mɔ lá àprí t̪ə́và eɽdɔ́gɛ́ nd̪ɔ̀bà,,The boy will cut the bread with a knife tomorrow,
420,èɽdɔ́ kágɛ́ àprí t̪ə́và lɔ̀mɔ̀ nd̪ɔ̀bà,,The boy will cut the bread with a knife tomorrow,
421,àń èɽdɔ́ kágɛ́ àprí tə́và lɔ̀mɔ̀ nd̪ɔ̀bà,,It's the knife that the boy will cut the bread with tomorrow,
422,ŋwɔ̀rá ŋàrɔ́ àprí ját̪əvà lɔ̀mɔ̀ áò nd̪ɔ̀bà,,How did the grandchildren say that the boy will cut the bread tomorrow?,
423,ŋwɔ̀rá ŋàrɔ́ àprí ját̪əvà lɔ̀mɔ̀ nd̪ɔ̀bà áò,,How did the grandchildren say that the boy will cut the bread tomorrow?,
424,àń áò kárɔ́gɛ́ ŋwɔ̀rá kágɛ́ àprí t̪ə́và lɔ̀mɔ̀,,How did the children say the boy cut the bread?,
425,àń áò kárɔ́gɛ́ ŋwɔ̀rá àprí játə́và lɔ̀mɔ,,How did the children say the boy cut the bread?,
426,dìjò,CLr.cow,cow,dìjó
427,dìjó rìcə̀lò,CLr.cow CLr-good,The cow is good,dìjó rì-cə̀lò
428,jâŋò díjó únɛ̀rɛ̀,1SG.SBJ-see-PFV CLr.cow yesterday,I saw the cow yesterday,jɛ́-àŋ-ó dìjó ùnɛ̀rɛ̀
429,jàŋò dijo ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CLr.cow yesterday,I saw the cow yesterday,jɛ́-àŋ-ó dìjó ùnɛ̀rɛ̀
430,umi,CLg.bell,bell,umi
431,ùmí kìcə̀lò,CLg.bell CLg-good,The bell is good,ùmí kì-cə̀lò
432,ume,CLg.fish,fish,ume
433,ùmè kìcə̀lò,CLg.fish CLg-good,The fish is good,ùmè kì-cə̀lò
434,jàŋó ùmì ,1SG.SBJ-see-PFV CLg.bell,I saw the bell,jɛ́-àŋ-ó ùmí
435,jâŋó úmí ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CLg.bell yesterday,I saw the bell yesterday,jɛ́-àŋ-ó ùmí ùnɛ̀rɛ̀
436,jàŋó ùmí ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CLg.bell yesterday,I saw the bell yestreday,jɛ́-àŋ-ó ùmí ùnɛ̀rɛ̀
437, jàŋó ùmí ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CLg.bell yesterday,I saw the bell yesterday,jɛ́-àŋ-ó ùmí ùnɛ̀rɛ̀
438,jâŋó úmɛ̀ ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CLg.fish yesterday,I saw the fish yesterday,jɛ́-àŋ-ó ùmɛ̀ ùnɛ̀rɛ̀
439,jàŋó úmɛ̀ ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CLg.fish yesterday,I saw the fish yesterday,jɛ́-àŋ-ó ùmɛ̀ ùnɛ̀rɛ̀
440,wɛ̌n,CLg.wife,wife,wɛ̌n
441,kɛn:ɛ,,one,
442,wɛ̌n kìtʃə̀lò,CLg.wife CLg-good,The wife is good,wɛ̌n kì-tʃə̀lò
443,jàŋó wɛ̌n,1SG.SBJ-see-PFV CLg.wife,I saw the wife,jɛ́-àŋ-ó wɛ̌n
444,jàŋó wɛ̌n ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CLg.wife yesterday,I saw the wife yesterday,jɛ́-àŋ-ó wɛ̌n ùnɛ̀rɛ̀
445,wɛ̌n ɪ̀gùn,,his wife,
446,ɪ̀gùn,,his,
447,uɽo,CLg.guinea.fowl,guinea fowl,uɽo
448,ùɽó kɪ̀cə̀lò,CLg.guinea.fowl CLg-good,The guinea fowl is good,ùɽó kɪ̀-cə̀lò
449,jâŋɔ́ úɽó ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CLg.guinea.fowl yesterday,I saw the guinea fowl yesterday,jɛ́-àŋ-ɔ́ úɽó ùnɛ̀rɛ̀
450,jàŋɔ́ ùɽò ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CLg.guinea.fowl yesterday,I saw the guinea fowl yesterday,jɛ́-àŋ-ɔ́ úɽó ùnɛ̀rɛ̀
451,kaðɛŋɛn,?-CL.l.sounds ,"sounds, letters",kà-ðɛ́ŋɛ́n
452,ðɛ́ŋɛ́n ðìtʃə̀lò,CL.lð.sound CL.ð-good,Sound is good,ðɛ́ŋɛ́n ðì-tʃə̀lò
453,kàðɛ́ŋɛ́n lìtʃə̀lò,?-CL.l.sounds CLl-good,Sounds are good,kà-ðɛ́ŋɛ́n lì-tʃə̀lò
454,jìnɔ́ kàðɛ́ŋɛ́n ùnɛ̀rɛ̀,1SG.SBJ-hear-PFV ?-CL.l.sounds yesterday,I heard the sounds yesterday,jɛ́-àŋ-ó kà-ðɛ́ŋɛ́n ùnɛ̀rɛ̀
455,jìnɔ́ kàðɛ́ŋɛ́nɛ́ ùnɛ̀rɛ̀,1SG.SBJ-hear-PFV ?-CL.l.sounds yesterday,I heard the sounds yesterday,jɛ́-àŋ-ó kà-ðɛ́ŋɛ́n ùnɛ̀rɛ̀
456,jìnɔ́ kàðɛ́ŋɛ́n ùnɛ̀rɛ,1SG.SBJ-hear-PFV ?-CL.l.sounds yesterday,I heard the sounds yesterday,jɛ́-àŋ-ó kà-ðɛ́ŋɛ́n ùnɛ̀rɛ̀
457,jìnɔ́ ðɛ́ŋɛ́ná ùnɛ̀rɛ̀,1SG.SBJ-hear-PFV CL-ð.sound yesterday,I heard the sound yesterday,jɛ́-àŋ-ó kà-ðɛ́ŋɛ́n ùnɛ̀rɛ̀
458,lɛ̌ɲ,,egg,
459,lɛ̀ɲ,,penis?,
460,lɛ̆ɲ,,egg,
461,lɔ́rɔ́,,back,
462,lɔ̀rɔ́,,tree sp.,
463,lárɔ́,,rock?,
464,làrɔ̀,,siblings?,
465,árú,,hen,
466,ɔ́rú,,hen,
467,ɔ̀rù,,sibling,
468,káká,Name-1st.f,first born girl?,káká
469,kàkà,,first born girl who is old,
470,kúkú,Name-1st.m,first born boy?,kúkú
471,kɔ̀kɔ̀,,first born boy who is old?,
472,làj,,"honey, bee",
473,lǎj,,those,
474,nɔ̀nɔ̀ lâj,,look at those!,
475,nɔ̀nɔ̀ ltɔ́ lâj,,look at those guinea fowls!,
476,ltɔ́,CLg.guinea.fowls,guinea fowls,ltɔ́
477,nɔ̀nɔ̀ liji laj,,look at those people!,
478,nǎj,,those,
479,nɛ̀vlà,,cats,
480,nɔ́nɔ́ nɛ̀vlà nâj,,look at those cats!,
481,nàj,,sweet potato,
482,lídí,,pot,
483,lɛ̀dɛ̀,,coconut?,
484,lídí ,,pot,
485,ɛ́lɛ́,,king,
486,ɛ̀lɛ̀,CLj.mushroom,mushroom,ɛ̀lɛ̀
487,ɛ̀là,mushroom,mushroom,ɛ̀là
488,làrɔ̀ lɪ̀tʃlò,,The siblings are good,
489,jàŋɔ́ lɔ̀rà ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CL?.siblings yesterday,I saw siblings yesterday,jɛ́-àŋ-ó lɔ̀rà ùnɛ̀rɛ̀
490,lɔ̀rà,,siblings (diff form),
491,jàŋɔ́ lɔ̀rà ,1SG.SBJ-see-PFV CL?.siblings,I saw the siblings?,jɛ́-àŋ-ó lɔ̀rà
492,jàŋɔ́ ɔ̀rà ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CL?.siblings yesterday,I saw siblings yesterday,jɛ́-àŋ-ó ɔ̀rà ùnɛ̀rɛ̀
493,àrù kìtʃə̀lò,CLg.siblings CLg-good,The sibling is good,àrù kì-cə̀lò
494,ɔ̌j,,bee,
495,ɔ̌j kíʈàɽàn,,The bee is small,
496,kíʈàɽàn,,is small?,
497,jàŋɔ́ ɔ̌j ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CL?.bee yesterday,I saw a bee yesterday,jɛ́-àŋ-ó ɔ̌j ùnɛ̀rɛ̀
498,làj lírà,,The bees are small,
499,jàŋɔ́ lâj ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CL?.bees yesterday,I saw the bees yesterday,jɛ́-àŋ-ó lâj ùnɛ̀rɛ̀
500,làj làmè,,"honey is edible, tasty, good",
501,làj lèɲèlà,,honey is sweet,
502,jàŋɔ́ láj ùnɛ̀rɛ̀,1SG.SBJ-see-PFV CL?.honey yesterday,I saw the honey yesterday,jɛ́-àŋ-ó láj ùnɛ̀rɛ̀
